GEO_ID,fix_Id,NAME,Broadband_Internet,Broadband_MOE,S2801_C01_001E,S2801_C01_001M,S2801_C02_001E,S2801_C02_001M,S2801_C01_002E,S2801_C01_002M,S2801_C02_002E,S2801_C02_002M,S2801_C01_003E,S2801_C01_003M,S2801_C02_003E,S2801_C02_003M,S2801_C01_004E,S2801_C01_004M,S2801_C02_004E,S2801_C02_004M,S2801_C01_005E,S2801_C01_005M,S2801_C02_005E,S2801_C02_005M,S2801_C01_006E,S2801_C01_006M,S2801_C02_006E,S2801_C02_006M,S2801_C01_007E,S2801_C01_007M,S2801_C02_007E,S2801_C02_007M,S2801_C01_008E,S2801_C01_008M,S2801_C02_008E,S2801_C02_008M,S2801_C01_009E,S2801_C01_009M,S2801_C02_009E,S2801_C02_009M,S2801_C01_010E,S2801_C01_010M,S2801_C02_010E,S2801_C02_010M,S2801_C01_011E,S2801_C01_011M,S2801_C02_011E,S2801_C02_011M,S2801_C01_012E,S2801_C01_012M,S2801_C02_012E,S2801_C02_012M,S2801_C01_013E,S2801_C01_013M,S2801_C02_013E,S2801_C02_013M,S2801_C01_014E,S2801_C01_014M,S2801_C02_014E,S2801_C02_014M,S2801_C01_015E,S2801_C01_015M,S2801_C02_015E,S2801_C02_015M,S2801_C01_016E,S2801_C01_016M,S2801_C02_016E,S2801_C02_016M,S2801_C01_017E,S2801_C01_017M,S2801_C02_017E,S2801_C02_017M,S2801_C01_018E,S2801_C01_018M,S2801_C02_018E,S2801_C02_018M,S2801_C01_019E,S2801_C01_019M,S2801_C02_019E,S2801_C02_019M,S2801_C01_020E,S2801_C01_020M,S2801_C02_020E,S2801_C02_020M,S2801_C01_021E,S2801_C01_021M,S2801_C02_021E,S2801_C02_021M,S2801_C01_022E,S2801_C01_022M,S2801_C02_022E,S2801_C02_022M,S2801_C01_023E,S2801_C01_023M,S2801_C02_023E,S2801_C02_023M,S2801_C01_024E,S2801_C01_024M,S2801_C02_024E,S2801_C02_024M,S2801_C01_025E,S2801_C01_025M,S2801_C02_025E,S2801_C02_025M,S2801_C01_026E,S2801_C01_026M,S2801_C02_026E,S2801_C02_026M,S2801_C01_027E,S2801_C01_027M,S2801_C02_027E,S2801_C02_027M,S2801_C01_028E,S2801_C01_028M,S2801_C02_028E,S2801_C02_028M,S2801_C01_029E,S2801_C01_029M,S2801_C02_029E,S2801_C02_029M,S2801_C01_030E,S2801_C01_030M,S2801_C02_030E,S2801_C02_030M,S2801_C01_031E,S2801_C01_031M,S2801_C02_031E,S2801_C02_031M
1400000US16087970200,16087970200,"Census Tract 9702, Washington County, Idaho",44.29312581,11.21919585,1542,100,(X),(X),1260,115,81.7,5.1,818,138,53,8.7,138,61,8.9,4,1035,117,67.1,6.3,220,86,14.3,5.5,728,134,47.2,8,63,53,4.1,3.4,48,40,3.1,2.6,0,12,0,2.1,282,80,18.3,5.1,1053,103,68.3,5.8,14,16,0.9,1,1039,103,67.4,5.8,684,122,44.4,7.3,328,98,21.3,6.2,542,109,35.1,6.7,141,64,9.1,4.2,489,99,31.7,5.8,390,103,(X),(X),0,12,0,8,214,88,54.9,16.1,176,75,45.1,16.1,883,134,(X),(X),8,13,0.9,1.5,579,93,65.6,7.9,296,96,33.5,8,269,97,(X),(X),6,9,2.2,3.4,246,89,91.4,8.1,17,22,6.3,7.5
1400000US16087970100,16087970100,"Census Tract 9701, Washington County, Idaho",62.00814111,12.07598372,737,82,(X),(X),608,76,82.5,3.9,548,73,74.4,4.9,154,33,20.9,4.1,385,57,52.2,5.6,49,23,6.6,3,286,50,38.8,5.1,0,12,0,4.3,37,24,5,3,0,12,0,4.3,129,32,17.5,3.9,560,77,76,4.8,26,18,3.5,2.4,534,76,72.5,5.2,287,45,38.9,5.7,69,28,9.4,3.8,421,74,57.1,5.6,36,15,4.9,2.1,177,38,24,4.8,144,36,(X),(X),5,5,3.5,3.5,66,32,45.8,16.7,73,25,50.7,16.1,395,69,(X),(X),18,17,4.6,4.3,287,56,72.7,7.2,90,32,22.8,6.6,198,34,(X),(X),3,5,1.5,2.5,181,34,91.4,5.7,14,10,7.1,5.2
1400000US16075960400,16075960400,"Census Tract 9604, Payette County, Idaho",69.90185387,12.26826609,1834,159,(X),(X),1634,163,89.1,3.8,1396,153,76.1,5.1,240,77,13.1,4.1,1329,156,72.5,5,115,70,6.3,3.8,924,149,50.4,6,11,17,0.6,0.9,67,57,3.7,3,9,14,0.5,0.7,200,71,10.9,3.8,1475,164,80.4,4.8,41,24,2.2,1.4,1434,166,78.2,4.9,1115,156,60.8,5.6,201,85,11,4.5,1020,142,55.6,5.8,262,83,14.3,4.1,359,90,19.6,4.8,345,93,(X),(X),18,16,5.2,5,185,79,53.6,15.3,142,60,41.2,14.5,953,129,(X),(X),23,20,2.4,2.1,727,125,76.3,6.2,203,61,21.3,6.2,536,96,(X),(X),0,17,0,5.9,522,97,97.4,2.9,14,15,2.6,2.9
1400000US16075960300,16075960300,"Census Tract 9603, Payette County, Idaho",69.84023476,11.47701337,3067,252,(X),(X),2604,265,84.9,5,2333,276,76.1,5.7,313,111,10.2,3.4,2257,231,73.6,4.9,148,102,4.8,3.4,1475,185,48.1,4.8,0,17,0,1.1,41,47,1.3,1.5,0,17,0,1.1,463,157,15.1,5,2312,269,75.4,5.7,0,17,0,1.1,2312,269,75.4,5.7,1798,236,58.6,6.3,332,130,10.8,4.1,1908,255,62.2,6.7,234,97,7.6,3.2,755,179,24.6,5.7,377,148,(X),(X),0,17,0,8.3,238,122,63.1,18.6,139,87,36.9,18.6,1654,279,(X),(X),0,17,0,1.9,1144,241,69.2,8.5,510,163,30.8,8.5,1036,213,(X),(X),0,17,0,3.1,930,198,89.8,7.1,106,79,10.2,7.1
1400000US16075960200,16075960200,"Census Tract 9602, Payette County, Idaho",55.50139276,13.30083565,1436,134,(X),(X),1156,167,80.5,7.5,981,147,68.3,7.5,141,66,9.8,4.2,974,148,67.8,7.7,98,78,6.8,5.2,692,123,48.2,7.9,8,13,0.6,0.9,55,42,3.8,3,0,12,0,2.2,280,107,19.5,7.5,957,176,66.6,9.5,46,50,3.2,3.5,911,168,63.4,8.9,675,165,47,9.5,161,104,11.2,6.8,693,119,48.3,7.2,104,72,7.2,5,479,137,33.4,9.5,274,94,(X),(X),0,12,0,11.2,66,35,24.1,12.2,208,88,75.9,12.2,831,144,(X),(X),15,17,1.8,2,660,153,79.4,8.5,156,67,18.8,8.4,331,106,(X),(X),31,48,9.4,13.1,185,75,55.9,20.2,115,79,34.7,20.4
1400000US16075960100,16075960100,"Census Tract 9601, Payette County, Idaho",60.96256684,11.51789387,2431,165,(X),(X),2110,163,86.8,5.3,1791,196,73.7,7.2,449,157,18.5,6.3,1591,191,65.4,7.3,181,116,7.4,4.8,1195,196,49.2,7.7,0,17,0,1.3,190,101,7.8,4.2,0,17,0,1.3,321,137,13.2,5.3,1754,200,72.2,8,0,17,0,1.3,1754,200,72.2,8,1173,183,48.3,7.3,268,99,11,3.9,1375,206,56.6,8.7,107,74,4.4,3,677,213,27.8,8,364,157,(X),(X),0,17,0,8.5,182,112,50,21.3,182,104,50,21.3,1284,225,(X),(X),0,17,0,2.5,903,201,70.3,11.2,381,167,29.7,11.2,783,191,(X),(X),0,17,0,4.1,669,185,85.4,11.8,114,95,14.6,11.8
1400000US16027022400,16027022400,"Census Tract 224, Canyon County, Idaho",71.6530484,14.70773099,1591,103,(X),(X),1448,112,91,3.2,1406,109,88.4,3.4,206,90,12.9,5.4,1164,120,73.2,6.5,8,13,0.5,0.8,957,117,60.2,7.6,9,16,0.6,1,17,19,1.1,1.2,0,12,0,2,143,50,9,3.2,1337,115,84,4.9,30,20,1.9,1.3,1307,120,82.1,5.1,955,120,60,7.2,165,58,10.4,3.6,746,128,46.9,7.1,394,106,24.8,6.6,254,81,16,4.9,242,84,(X),(X),0,12,0,12.5,101,53,41.7,18.7,141,70,58.3,18.7,658,135,(X),(X),17,18,2.6,2.7,536,132,81.5,6.8,105,40,16,6.2,691,106,(X),(X),13,16,1.9,2.3,670,103,97,2.9,8,14,1.2,1.9
1400000US16027022300,16027022300,"Census Tract 223, Canyon County, Idaho",72.27630969,16.59712564,2157,167,(X),(X),1812,159,84,6,1659,179,76.9,7.1,302,130,14,6.1,1362,213,63.1,8.5,80,58,3.7,2.8,1233,179,57.2,7.2,0,17,0,1.5,75,49,3.5,2.3,0,17,0,1.5,345,139,16,6,1605,188,74.4,7.4,42,32,1.9,1.5,1563,190,72.5,7.4,1178,205,54.6,8.3,188,70,8.7,3.2,974,188,45.2,8,585,170,27.1,7.5,552,170,25.6,7.4,348,147,(X),(X),21,26,6,7.7,169,104,48.6,23.7,158,114,45.4,24.5,1087,207,(X),(X),19,20,1.7,1.9,744,154,68.4,10.3,324,146,29.8,10.5,722,143,(X),(X),2,4,0.3,0.5,650,134,90,7.1,70,55,9.7,7.1
1400000US16027022200,16027022200,"Census Tract 222, Canyon County, Idaho",54.48898927,11.12365895,1771,112,(X),(X),1544,110,87.2,3.9,1185,113,66.9,5.6,185,63,10.4,3.5,1265,128,71.4,6,160,60,9,3.2,994,125,56.1,6.5,35,34,2,1.9,47,30,2.7,1.7,0,17,0,1.8,227,74,12.8,3.9,1171,125,66.1,6.7,38,26,2.1,1.5,1133,123,64,6.5,731,119,41.3,6.4,202,67,11.4,3.8,706,113,39.9,5.9,259,84,14.6,4.9,600,132,33.9,6.7,201,60,(X),(X),8,14,4,6.8,70,37,34.8,14.7,123,47,61.2,15.8,1120,128,(X),(X),30,22,2.7,1.9,671,113,59.9,9,419,122,37.4,9.2,450,88,(X),(X),0,17,0,7,392,83,87.1,7.8,58,37,12.9,7.8
1400000US16027022100,16027022100,"Census Tract 221, Canyon County, Idaho",59.63302752,12.35833783,1853,119,(X),(X),1605,125,86.6,3.9,1332,138,71.9,6.1,266,81,14.4,4.4,1230,142,66.4,6,149,73,8,3.9,863,141,46.6,6.9,24,25,1.3,1.3,60,47,3.2,2.6,0,17,0,1.7,248,75,13.4,3.9,1338,138,72.2,6.2,44,37,2.4,2,1294,147,69.8,6.5,947,151,51.1,7.3,222,90,12,4.8,813,140,43.9,7.1,292,89,15.8,4.7,515,122,27.8,6.2,337,100,(X),(X),6,9,1.8,2.8,149,63,44.2,14.7,182,75,54,14.5,1052,151,(X),(X),15,12,1.4,1.2,777,130,73.9,7.6,260,93,24.7,7.6,464,105,(X),(X),23,35,5,7.6,368,92,79.3,12.8,73,56,15.7,10.5
1400000US16027021904,16027021904,"Census Tract 219.04, Canyon County, Idaho",52.36641221,12.13740458,1310,97,(X),(X),1117,117,85.3,6.1,940,111,71.8,7.1,162,57,12.4,4.5,881,132,67.3,7.8,78,63,6,4.7,610,116,46.6,8,11,14,0.8,1.1,39,46,3,3.5,0,12,0,2.4,193,81,14.7,6.1,901,111,68.8,7.6,9,14,0.7,1.1,892,111,68.1,7.5,578,112,44.1,8.2,191,68,14.6,5.2,492,108,37.6,7.7,194,51,14.8,4,409,107,31.2,7.6,326,94,(X),(X),9,14,2.8,4.4,99,43,30.4,14.6,218,94,66.9,16.6,766,113,(X),(X),0,12,0,4.2,575,110,75.1,7.5,191,61,24.9,7.5,218,73,(X),(X),0,12,0,13.8,218,73,100,13.8,0,12,0,13.8
1400000US16027021903,16027021903,"Census Tract 219.03, Canyon County, Idaho",80.66345336,13.75106323,3527,189,(X),(X),3357,194,95.2,2.9,3225,201,91.4,3.3,271,92,7.7,2.6,2887,230,81.9,5.5,68,47,1.9,1.3,2348,245,66.6,6.6,0,19,0,0.9,255,153,7.2,4.3,0,19,0,0.9,170,103,4.8,2.9,3086,214,87.5,4.6,34,41,1,1.1,3052,217,86.5,4.9,2273,216,64.4,5.9,403,192,11.4,5.5,2078,275,58.9,7.1,767,210,21.7,5.9,441,165,12.5,4.6,364,162,(X),(X),0,19,0,8.5,203,108,55.8,22,161,115,44.2,22,1412,203,(X),(X),13,23,0.9,1.6,1185,189,83.9,7.3,214,103,15.2,6.9,1751,227,(X),(X),21,32,1.2,1.9,1664,225,95,2.7,66,35,3.8,2
1400000US16027021901,16027021901,"Census Tract 219.01, Canyon County, Idaho",72.66846361,10.18867925,1855,146,(X),(X),1738,147,93.7,3.8,1531,169,82.5,5.9,271,99,14.6,5.1,1378,143,74.3,5.6,118,75,6.4,4,1048,123,56.5,6.8,7,12,0.4,0.6,38,40,2,2.1,0,17,0,1.7,117,72,6.3,3.8,1436,134,77.4,6.6,4,7,0.2,0.4,1432,135,77.2,6.7,1012,119,54.6,6,141,61,7.6,3.2,1223,129,65.9,6.8,125,60,6.7,3.2,419,138,22.6,6.6,263,128,(X),(X),0,17,0,11.6,127,74,48.3,20.9,136,92,51.7,20.9,1137,153,(X),(X),0,17,0,2.8,901,144,79.2,8.2,236,102,20.8,8.2,455,94,(X),(X),4,7,0.9,1.6,404,87,88.8,7.9,47,37,10.3,7.6
1400000US16027021800,16027021800,"Census Tract 218, Canyon County, Idaho",68.34620073,12.71840715,2461,164,(X),(X),2236,177,90.9,4.1,1884,177,76.6,6.9,165,80,6.7,3.4,1948,201,79.2,5.6,249,137,10.1,5.3,1454,185,59.1,7.3,36,34,1.5,1.4,103,87,4.2,3.6,0,17,0,1.3,225,102,9.1,4.1,2041,181,82.9,5.7,26,42,1.1,1.7,2015,183,81.9,6,1641,180,66.7,6.8,389,157,15.8,6.2,1354,200,55,7.4,328,113,13.3,4.8,420,146,17.1,5.7,342,129,(X),(X),0,17,0,9.1,200,123,58.5,20.6,142,68,41.5,20.6,1111,195,(X),(X),26,42,2.3,3.8,889,185,80,8.1,196,89,17.6,7.4,1008,188,(X),(X),0,17,0,3.2,926,166,91.9,7.9,82,85,8.1,7.9
1400000US16027021700,16027021700,"Census Tract 217, Canyon County, Idaho",66.89084325,10.91567512,3866,186,(X),(X),3297,261,85.3,5.1,2743,319,71,7.8,372,128,9.6,3.3,2753,280,71.2,6.1,170,98,4.4,2.5,2235,286,57.8,7.1,16,27,0.4,0.7,46,42,1.2,1.1,0,19,0,0.8,569,197,14.7,5.1,2948,260,76.3,5.7,0,19,0,0.8,2948,260,76.3,5.7,2334,299,60.4,6.7,478,193,12.4,4.8,2255,311,58.3,7.7,331,111,8.6,2.9,918,226,23.7,5.7,511,201,(X),(X),0,19,0,6.2,255,114,49.9,14.4,256,134,50.1,14.4,2587,323,(X),(X),0,19,0,1.2,2000,298,77.3,7.8,587,223,22.7,7.8,768,217,(X),(X),0,19,0,4.1,693,209,90.2,8.3,75,65,9.8,8.3
1400000US16027021600,16027021600,"Census Tract 216, Canyon County, Idaho",64.65517241,10.71428571,1624,109,(X),(X),1393,105,85.8,3.7,1133,113,69.8,5.8,320,97,19.7,5.9,986,128,60.7,6.4,89,59,5.5,3.6,797,127,49.1,6.7,15,17,0.9,1.1,49,49,3,2.9,0,12,0,2,231,64,14.2,3.7,1143,120,70.4,6.2,7,11,0.4,0.7,1136,120,70,6.2,727,110,44.8,6.1,130,59,8,3.6,936,122,57.6,7.1,114,52,7,3.1,481,108,29.6,6.2,414,119,(X),(X),7,11,1.7,2.8,187,74,45.2,16.5,220,108,53.1,16.6,864,153,(X),(X),0,12,0,3.7,637,123,73.7,9.2,227,98,26.3,9.2,346,98,(X),(X),0,12,0,9,312,98,90.2,14.8,34,52,9.8,14.8
1400000US16027021500,16027021500,"Census Tract 215, Canyon County, Idaho",58.8761175,12.51596424,1566,120,(X),(X),1398,123,89.3,4.2,1039,162,66.3,8.8,172,74,11,4.7,1155,111,73.8,5,263,111,16.8,7,678,125,43.3,7.6,20,22,1.3,1.4,54,53,3.4,3.3,0,17,0,2.1,168,69,10.7,4.2,1148,116,73.3,6.4,22,24,1.4,1.5,1126,117,71.9,6.5,881,112,56.3,6.9,242,94,15.5,5.9,796,131,50.8,7.9,126,65,8,4.1,418,113,26.7,6.4,372,113,(X),(X),10,15,2.7,3.9,148,62,39.8,14.4,214,93,57.5,14.6,958,135,(X),(X),12,19,1.3,1.9,806,133,84.1,6.8,140,62,14.6,6.3,236,92,(X),(X),0,17,0,12.8,172,78,72.9,20.9,64,59,27.1,20.9
1400000US16027021300,16027021300,"Census Tract 213, Canyon County, Idaho",33.69304556,11.63069544,834,82,(X),(X),655,90,78.5,6.9,328,82,39.3,9,88,49,10.6,5.9,543,95,65.1,8.5,210,88,25.2,9.8,310,76,37.2,8.2,5,8,0.6,0.9,10,17,1.2,2,0,12,0,3.8,179,59,21.5,6.9,457,82,54.8,8.7,8,8,1,1,449,83,53.8,8.7,336,79,40.3,8.3,167,67,20,7.6,240,65,28.8,7.7,41,32,4.9,3.8,377,84,45.2,8.7,301,75,(X),(X),3,5,1,1.5,118,48,39.2,14.4,180,67,59.8,14.5,412,84,(X),(X),5,7,1.2,1.7,233,70,56.6,13.4,174,69,42.2,13.5,121,51,(X),(X),0,12,0,23.3,98,48,81,22.1,23,29,19,22.1
1400000US16027021200,16027021200,"Census Tract 212, Canyon County, Idaho",52.80764636,11.31023497,2511,153,(X),(X),2202,187,87.7,5.5,1816,176,72.3,6.5,305,168,12.1,6.7,1767,219,70.4,7.9,175,121,7,4.8,1417,224,56.4,8.3,0,17,0,1.3,113,76,4.5,3,0,17,0,1.3,309,140,12.3,5.5,1723,220,68.6,7.8,49,48,2,1.9,1674,222,66.7,8,1165,223,46.4,8.6,383,157,15.3,6.3,1159,188,46.2,6.8,167,96,6.7,3.8,788,205,31.4,7.8,653,193,(X),(X),13,22,2,3.5,353,170,54.1,20.9,287,164,44,20.9,997,213,(X),(X),36,44,3.6,4.4,601,149,60.3,12.1,360,161,36.1,12.2,861,169,(X),(X),0,17,0,3.7,720,158,83.6,7.9,141,73,16.4,7.9
1400000US16027021100,16027021100,"Census Tract 211, Canyon County, Idaho",81.60567467,9.318071901,6203,226,(X),(X),5684,373,91.6,4.5,5355,375,86.3,5,587,269,9.5,4.3,4870,408,78.5,5.8,121,128,2,2.1,3830,373,61.7,5.3,0,19,0,0.5,66,63,1.1,1,0,19,0,0.5,519,273,8.4,4.5,5337,396,86,5.2,58,66,0.9,1.1,5279,390,85.1,5.1,3860,424,62.2,6.7,385,170,6.2,2.8,4616,404,74.4,5.7,446,174,7.2,2.8,866,318,14,5.2,514,240,(X),(X),0,19,0,6.1,104,96,20.2,18.2,410,223,79.8,18.2,3653,477,(X),(X),58,66,1.6,1.8,3304,458,90.4,4.8,291,177,8,4.7,2036,320,(X),(X),0,19,0,1.6,1871,342,91.9,7.5,165,153,8.1,7.5
1400000US16027021002,16027021002,"Census Tract 210.02, Canyon County, Idaho",64.57982182,9.824223453,4153,204,(X),(X),3670,257,88.4,4,3276,324,78.9,5.9,594,213,14.3,4.9,2866,254,69,5.9,152,105,3.7,2.5,2306,271,55.5,6,15,24,0.4,0.6,85,100,2,2.4,0,19,0,0.8,483,167,11.6,4,3119,270,75.1,5.3,24,38,0.6,0.9,3095,266,74.5,5.4,2032,273,48.9,6.3,368,136,8.9,3.4,2404,288,57.9,5.9,278,120,6.7,2.9,1034,226,24.9,5.3,785,231,(X),(X),0,19,0,4.1,419,174,53.4,16.5,366,167,46.6,16.5,2551,277,(X),(X),24,38,0.9,1.5,2008,265,78.7,7.1,519,186,20.3,6.7,817,176,(X),(X),0,19,0,3.9,668,174,81.8,13.3,149,117,18.2,13.3
1400000US16027021001,16027021001,"Census Tract 210.01, Canyon County, Idaho",80.94025012,9.518295507,4318,223,(X),(X),4020,230,93.1,3,3845,233,89,3.7,315,165,7.3,3.7,3607,221,83.5,4.5,47,55,1.1,1.3,2629,326,60.9,6.9,26,42,0.6,1,185,108,4.3,2.5,0,19,0,0.7,298,131,6.9,3,3673,230,85.1,4.1,0,19,0,0.7,3673,230,85.1,4.1,2520,306,58.4,7.2,236,133,5.5,3.1,3249,275,75.2,5.1,246,136,5.7,3.2,645,185,14.9,4.1,485,175,(X),(X),0,19,0,6.5,237,134,48.9,20.9,248,127,51.1,20.9,2746,339,(X),(X),0,19,0,1.2,2422,315,88.2,4.9,324,146,11.8,4.9,1087,262,(X),(X),0,19,0,2.9,1014,258,93.3,5.7,73,63,6.7,5.7
1400000US16027020902,16027020902,"Census Tract 209.02, Canyon County, Idaho",78.96259159,11.0682607,5186,305,(X),(X),4905,356,94.6,3.5,4627,358,89.2,4.3,560,153,10.8,3.1,4248,397,81.9,5,188,137,3.6,2.6,3179,377,61.3,5.8,23,38,0.4,0.7,239,134,4.6,2.7,0,19,0,0.6,281,180,5.4,3.5,4554,407,87.8,5.4,46,54,0.9,1,4508,404,86.9,5.4,3583,444,69.1,6.9,534,233,10.3,4.5,3755,398,72.4,5.8,340,176,6.6,3.4,632,279,12.2,5.4,636,236,(X),(X),0,19,0,5,394,184,61.9,23.3,242,189,38.1,23.3,2585,403,(X),(X),46,54,1.8,2.1,2378,391,92,4,161,90,6.2,3.4,1965,342,(X),(X),0,19,0,1.6,1736,331,88.3,8.9,229,183,11.7,8.9
1400000US16027020901,16027020901,"Census Tract 209.01, Canyon County, Idaho",85.91426072,12.66404199,4572,220,(X),(X),4266,279,93.3,4.6,3898,278,85.3,5.7,655,257,14.3,5.7,3239,358,70.8,6.6,221,140,4.8,3,2733,360,59.8,7.2,0,19,0,0.7,216,131,4.7,2.9,0,19,0,0.7,306,212,6.7,4.6,3780,278,82.7,5.4,22,34,0.5,0.8,3758,280,82.2,5.4,2465,363,53.9,7.2,211,133,4.6,2.9,3282,328,71.8,6.7,646,251,14.1,5.4,792,258,17.3,5.4,454,223,(X),(X),0,19,0,6.9,175,123,38.5,23.5,279,185,61.5,23.5,2852,306,(X),(X),0,19,0,1.1,2428,278,85.1,6.3,424,194,14.9,6.3,1266,247,(X),(X),22,34,1.7,2.7,1155,223,91.2,7.2,89,93,7,7.1
1400000US16027020700,16027020700,"Census Tract 207, Canyon County, Idaho",88.37897853,13.02738712,1351,94,(X),(X),1271,94,94.1,4.2,1230,103,91,5.3,80,48,5.9,3.4,1133,101,83.9,5.6,29,45,2.1,3.3,989,124,73.2,7.6,8,12,0.6,0.9,14,20,1,1.5,0,12,0,2.4,80,59,5.9,4.2,1223,108,90.5,5.8,8,12,0.6,0.9,1215,106,89.9,5.6,947,131,70.1,8.1,104,49,7.7,3.6,1001,98,74.1,6.5,193,78,14.3,5.4,128,81,9.5,5.8,73,50,(X),(X),0,12,0,34.1,54,44,74,26,19,21,26,26,676,114,(X),(X),8,12,1.2,1.9,570,112,84.3,10.4,98,77,14.5,10.9,602,110,(X),(X),0,12,0,5.3,591,109,98.2,3,11,18,1.8,3
1400000US16027020602,16027020602,"Census Tract 206.02, Canyon County, Idaho",65.80966999,12.93169609,2606,198,(X),(X),2330,210,89.4,4.5,2154,225,82.7,6.2,450,154,17.3,5.7,1765,197,67.7,6.4,88,124,3.4,4.7,1345,229,51.6,8,0,17,0,1.2,49,44,1.9,1.7,0,17,0,1.2,276,120,10.6,4.5,1966,240,75.4,6.5,0,17,0,1.2,1966,240,75.4,6.5,1283,214,49.2,7.6,357,149,13.7,5.7,1533,230,58.8,7.1,182,107,7,4,640,169,24.6,6.5,352,154,(X),(X),0,17,0,8.8,107,72,30.4,20.2,245,137,69.6,20.2,1717,248,(X),(X),0,17,0,1.9,1351,229,78.7,7.4,366,141,21.3,7.4,537,175,(X),(X),0,17,0,5.9,508,173,94.6,6.1,29,33,5.4,6.1
1400000US16027020601,16027020601,"Census Tract 206.01, Canyon County, Idaho",85.01762632,12.69095182,1702,101,(X),(X),1598,107,93.9,4.2,1377,131,80.9,6.4,128,72,7.5,4.2,1344,119,79,5.8,61,65,3.6,3.8,1170,120,68.7,6.1,43,46,2.5,2.7,28,26,1.6,1.5,0,17,0,1.9,104,73,6.1,4.2,1538,121,90.4,5.2,27,24,1.6,1.4,1511,124,88.8,5.4,1140,134,67,6.5,163,86,9.6,5,1288,148,75.7,7.4,159,68,9.3,4.1,164,91,9.6,5.2,185,76,(X),(X),9,14,4.9,7.6,115,60,62.2,31.7,61,73,33,32.8,1104,125,(X),(X),18,19,1.6,1.8,1002,131,90.8,5.7,84,60,7.6,5.3,413,100,(X),(X),0,17,0,7.6,394,99,95.4,4.9,19,21,4.6,4.9
1400000US16027020504,16027020504,"Census Tract 205.04, Canyon County, Idaho",61.71128107,14.86615679,2092,155,(X),(X),1894,179,90.5,4.5,1560,158,74.6,6.9,362,169,17.3,8.2,1471,223,70.3,8.1,79,72,3.8,3.4,1156,209,55.3,8.3,16,26,0.8,1.2,24,29,1.1,1.4,0,17,0,1.5,198,93,9.5,4.5,1557,219,74.4,9,15,24,0.7,1.1,1542,222,73.7,9.2,1159,193,55.4,8.7,253,140,12.1,6.6,1163,226,55.6,10.2,128,85,6.1,4.1,535,194,25.6,9,564,176,(X),(X),0,17,0,5.6,396,142,70.2,14.7,168,105,29.8,14.7,1354,206,(X),(X),15,24,1.1,1.8,972,184,71.8,11.2,367,173,27.1,11,174,95,(X),(X),0,17,0,17,174,95,100,17,0,17,0,17
1400000US16027020503,16027020503,"Census Tract 205.03, Canyon County, Idaho",62.75,11.5,1200,64,(X),(X),987,89,82.3,7,872,99,72.7,7.4,134,66,11.2,5.4,745,95,62.1,7.9,67,38,5.6,3.2,583,88,48.6,7.1,26,24,2.2,2,54,50,4.5,4.2,0,12,0,2.7,213,88,17.8,7,854,90,71.2,6.9,8,12,0.7,1,846,93,70.5,7.2,633,99,52.8,8,97,62,8.1,5.1,708,109,59,8.6,45,29,3.8,2.4,346,87,28.8,6.9,262,76,(X),(X),0,12,0,11.7,75,36,28.6,14.4,187,75,71.4,14.4,631,110,(X),(X),8,12,1.3,1.9,464,101,73.5,10.2,159,68,25.2,9.5,307,78,(X),(X),0,12,0,10,307,78,100,10,0,12,0,10
1400000US16027020501,16027020501,"Census Tract 205.01, Canyon County, Idaho",59.6723869,12.0124805,1282,76,(X),(X),1108,110,86.4,6.2,1050,113,81.9,6.8,101,80,7.9,6,951,104,74.2,8,30,26,2.3,2.1,792,116,61.8,8.9,9,15,0.7,1.2,55,32,4.3,2.5,0,12,0,2.5,174,79,13.6,6.2,926,115,72.2,8.4,16,24,1.2,1.8,910,117,71,8.5,701,101,54.7,8,153,59,11.9,4.6,668,109,52.1,8.1,97,45,7.6,3.5,356,111,27.8,8.4,134,63,(X),(X),0,12,0,21.3,84,41,62.7,21.8,50,41,37.3,21.8,821,110,(X),(X),16,24,1.9,2.9,592,101,72.1,10.3,213,98,25.9,10.4,327,85,(X),(X),0,12,0,9.5,234,81,71.6,17.6,93,64,28.4,17.6
1400000US16027020402,16027020402,"Census Tract 204.02, Canyon County, Idaho",67.6390155,11.4402917,2194,155,(X),(X),1951,171,88.9,5.2,1798,207,82,7,374,144,17,6.3,1442,170,65.7,7.8,66,72,3,3.3,1188,179,54.1,7.4,4,10,0.2,0.5,101,95,4.6,4.4,0,17,0,1.5,243,117,11.1,5.2,1661,186,75.7,7.1,0,17,0,1.5,1661,186,75.7,7.1,1233,182,56.2,7.5,222,112,10.1,5,1364,173,62.2,7.3,120,78,5.5,3.5,533,163,24.3,7.1,521,182,(X),(X),0,17,0,6,354,135,67.9,17.2,167,115,32.1,17.2,1151,214,(X),(X),0,17,0,2.8,901,201,78.3,9.1,250,112,21.7,9.1,522,136,(X),(X),0,17,0,6,406,120,77.8,16.9,116,98,22.2,16.9
