"GEO_ID","id",
"S2701_C01_034M","Total!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Worked less than full-time, year round in the past 12 months",
"S2701_C01_035E","Total!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Did not work",
"S2701_C01_035M","Total!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Did not work",
"S2701_C01_036E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population",
"S2701_C01_036M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population",
"S2701_C01_037E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!Under $25,000",
"S2701_C01_037M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!Under $25,000",
"S2701_C01_038E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$25,000 to $49,999",
"S2701_C01_038M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$25,000 to $49,999",
"S2701_C01_039E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$50,000 to $74,999",
"S2701_C01_039M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$50,000 to $74,999",
"S2701_C01_040E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$75,000 to $99,999",
"S2701_C01_040M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$75,000 to $99,999",
"S2701_C01_041E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$100,000 and over",
"S2701_C01_041M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$100,000 and over",
"S2701_C01_042E","Total!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined",
"S2701_C01_042M","Total!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined",
"S2701_C01_043E","Total!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Under 1.38 of poverty threshold",
"S2701_C01_043M","Total!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Under 1.38 of poverty threshold",
"S2701_C01_044E","Total!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!1.38 to 1.99 of poverty threshold",
"S2701_C01_044M","Total!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!1.38 to 1.99 of poverty threshold",
"S2701_C01_045E","Total!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!2.00 of poverty threshold and over",
"S2701_C01_045M","Total!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!2.00 of poverty threshold and over",
"S2701_C01_046E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Private health insurance",
"S2701_C01_046M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Private health insurance",
"S2701_C01_047E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Private health insurance!!Private health insurance alone",
"S2701_C01_047M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Private health insurance!!Private health insurance alone",
"S2701_C01_048E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance",
"S2701_C01_048M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance",
"S2701_C01_049E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance!!Employment-based health insurance alone",
"S2701_C01_049M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Employment-based health insurance!!Employment-based health insurance alone",
"S2701_C01_050E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance",
"S2701_C01_050M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance",
"S2701_C01_051E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance!!Direct-purchase health insurance alone",
"S2701_C01_051M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Direct-purchase health insurance!!Direct-purchase health insurance alone",
"S2701_C01_052E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage",
"S2701_C01_052M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage",
"S2701_C01_053E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage!!TRICARE/military health coverage alone",
"S2701_C01_053M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!TRICARE/military health coverage!!TRICARE/military health coverage alone",
"S2701_C01_054E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Public coverage",
"S2701_C01_054M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Public coverage",
"S2701_C01_055E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Public coverage!!Public coverage alone",
"S2701_C01_055M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Public coverage!!Public coverage alone",
"S2701_C01_056E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicare coverage",
"S2701_C01_056M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicare coverage",
"S2701_C01_057E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicare coverage!!Medicare coverage alone",
"S2701_C01_057M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicare coverage!!Medicare coverage alone",
"S2701_C01_058E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage",
"S2701_C01_058M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage",
"S2701_C01_059E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage!!Medicaid/means-tested public coverage alone",
"S2701_C01_059M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Medicaid/means-tested public coverage!!Medicaid/means-tested public coverage alone",
"S2701_C01_060E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!VA Health Care",
"S2701_C01_060M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!VA Health Care",
"S2701_C01_061E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!VA Health Care!!VA Health Care alone",
"S2701_C01_061M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!VA Health Care!!VA Health Care alone",
"S2701_C01_062E","Total!!Estimate!!HEALTH COVERAGE BY TYPE!!Uninsured",
"S2701_C01_062M","Total!!Margin of Error!!HEALTH COVERAGE BY TYPE!!Uninsured",
"S2701_C01_063E","Total!!Estimate!!PERCENT IMPUTED!!Health insurance coverage",
"S2701_C01_063M","Total!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage",
"S2701_C01_064E","Total!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance",
"S2701_C01_064M","Total!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance",
"S2701_C01_065E","Total!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Employer-based health insurance",
"S2701_C01_065M","Total!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Employer-based health insurance",
"S2701_C01_066E","Total!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Direct-purchase health insurance",
"S2701_C01_066M","Total!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!Direct-purchase health insurance",
"S2701_C01_067E","Total!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!TRICARE/military health coverage",
"S2701_C01_067M","Total!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Private health insurance!!TRICARE/military health coverage",
"S2701_C01_068E","Total!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage",
"S2701_C01_068M","Total!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage",
"S2701_C01_069E","Total!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicare coverage",
"S2701_C01_069M","Total!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicare coverage",
"S2701_C01_070E","Total!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicaid/means-tested public coverage",
"S2701_C01_070M","Total!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!Medicaid/means-tested public coverage",
"S2701_C01_071E","Total!!Estimate!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!VA Health Care",
"S2701_C01_071M","Total!!Margin of Error!!PERCENT IMPUTED!!Health insurance coverage!!Public coverage!!VA Health Care",
"S2701_C02_001E","Number Uninsured!!Estimate!!Total civilian noninstitutionalized population",
"S2701_C02_001M","Number Uninsured!!Margin of Error!!Total civilian noninstitutionalized population",
"S2701_C02_002E","Number Uninsured!!Estimate!!AGE!!Under 18 years",
"S2701_C02_002M","Number Uninsured!!Margin of Error!!AGE!!Under 18 years",
"S2701_C02_003E","Number Uninsured!!Estimate!!AGE!!18 to 64 years",
"S2701_C02_003M","Number Uninsured!!Margin of Error!!AGE!!18 to 64 years",
"S2701_C02_004E","Number Uninsured!!Estimate!!AGE!!65 years and older",
"S2701_C02_004M","Number Uninsured!!Margin of Error!!AGE!!65 years and older",
"S2701_C02_005E","Number Uninsured!!Estimate!!19 to 25 years",
"S2701_C02_005M","Number Uninsured!!Margin of Error!!19 to 25 years",
"S2701_C02_006E","Number Uninsured!!Estimate!!SEX!!Male",
"S2701_C02_006M","Number Uninsured!!Margin of Error!!SEX!!Male",
"S2701_C02_007E","Number Uninsured!!Estimate!!SEX!!Female",
"S2701_C02_007M","Number Uninsured!!Margin of Error!!SEX!!Female",
"S2701_C02_008E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race",
"S2701_C02_008M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race",
"S2701_C02_009E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone",
"S2701_C02_009M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!White alone",
"S2701_C02_010E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone",
"S2701_C02_010M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Black or African American alone",
"S2701_C02_011E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone",
"S2701_C02_011M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!American Indian and Alaska Native alone",
"S2701_C02_012E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone",
"S2701_C02_012M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Asian alone",
"S2701_C02_013E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone",
"S2701_C02_013M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Native Hawaiian and Other Pacific Islander alone",
"S2701_C02_014E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone",
"S2701_C02_014M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One Race!!Some other race alone",
"S2701_C02_015E","Number Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2701_C02_015M","Number Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2701_C02_016E","Number Uninsured!!Estimate!!White alone, not Hispanic or Latino",
"S2701_C02_016M","Number Uninsured!!Margin of Error!!White alone, not Hispanic or Latino",
"S2701_C02_017E","Number Uninsured!!Estimate!!Hispanic or Latino (of any race)",
"S2701_C02_017M","Number Uninsured!!Margin of Error!!Hispanic or Latino (of any race)",
"S2701_C02_018E","Number Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native born",
"S2701_C02_018M","Number Uninsured!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Native born",
"S2701_C02_019E","Number Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born",
"S2701_C02_019M","Number Uninsured!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born",
"S2701_C02_020E","Number Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized",
"S2701_C02_020M","Number Uninsured!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized",
"S2701_C02_021E","Number Uninsured!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a citizen",
"S2701_C02_021M","Number Uninsured!!Margin of Error!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a citizen",
"S2701_C02_022E","Number Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older",
"S2701_C02_022M","Number Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older",
"S2701_C02_023E","Number Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Less than high school graduate",
"S2701_C02_023M","Number Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Less than high school graduate",
"S2701_C02_024E","Number Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!High school graduate, GED, or alternative",
"S2701_C02_024M","Number Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!High school graduate, GED, or alternative",
"S2701_C02_025E","Number Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Some college or associate's degree",
"S2701_C02_025M","Number Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Some college or associate's degree",
"S2701_C02_026E","Number Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Bachelor's degree or higher",
"S2701_C02_026M","Number Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and older!!Bachelor's degree or higher",
"S2701_C02_027E","Number Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older",
"S2701_C02_027M","Number Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older",
"S2701_C02_028E","Number Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force",
"S2701_C02_028M","Number Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force",
"S2701_C02_029E","Number Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force!!Employed",
"S2701_C02_029M","Number Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force!!Employed",
"S2701_C02_030E","Number Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force!!Unemployed",
"S2701_C02_030M","Number Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!In labor force!!Unemployed",
"S2701_C02_031E","Number Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!Not in labor force",
"S2701_C02_031M","Number Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and older!!Not in labor force",
"S2701_C02_032E","Number Uninsured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older",
"S2701_C02_032M","Number Uninsured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older",
"S2701_C02_033E","Number Uninsured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Worked full-time, year round in the past 12 months",
"S2701_C02_033M","Number Uninsured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Worked full-time, year round in the past 12 months",
"S2701_C02_034E","Number Uninsured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Worked less than full-time, year round in the past 12 months",
"S2701_C02_034M","Number Uninsured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Worked less than full-time, year round in the past 12 months",
"S2701_C02_035E","Number Uninsured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Did not work",
"S2701_C02_035M","Number Uninsured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 years and older!!Did not work",
"S2701_C02_036E","Number Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population",
"S2701_C02_036M","Number Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population",
"S2701_C02_037E","Number Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!Under $25,000",
"S2701_C02_037M","Number Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!Under $25,000",
"S2701_C02_038E","Number Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$25,000 to $49,999",
"S2701_C02_038M","Number Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$25,000 to $49,999",
"S2701_C02_039E","Number Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$50,000 to $74,999",
"S2701_C02_039M","Number Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$50,000 to $74,999",
"S2701_C02_040E","Number Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$75,000 to $99,999",
"S2701_C02_040M","Number Uninsured!!Margin of Error!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$75,000 to $99,999",
"S2701_C02_041E","Number Uninsured!!Estimate!!HOUSEHOLD INCOME (IN 2014 INFLATION ADJUSTED DOLLARS)!!Civilian household population!!$100,000 and over",
