"GEO_ID","id",
"S2701_C01_027E","Total!!Estimate!!LIVING ARRANGEMENTS!!In family households!!In married couple families",
"S2701_C01_027M","Total!!Margin of Error!!LIVING ARRANGEMENTS!!In family households!!In married couple families",
"S2701_C01_028E","Total!!Estimate!!LIVING ARRANGEMENTS!!In family households!!In other families",
"S2701_C01_028M","Total!!Margin of Error!!LIVING ARRANGEMENTS!!In family households!!In other families",
"S2701_C01_029E","Total!!Estimate!!LIVING ARRANGEMENTS!!In family households!!In other families!!Male householder, no wife present",
"S2701_C01_029M","Total!!Margin of Error!!LIVING ARRANGEMENTS!!In family households!!In other families!!Male householder, no wife present",
"S2701_C01_030E","Total!!Estimate!!LIVING ARRANGEMENTS!!In family households!!In other families!!Female householder, no husband present",
"S2701_C01_030M","Total!!Margin of Error!!LIVING ARRANGEMENTS!!In family households!!In other families!!Female householder, no husband present",
"S2701_C01_031E","Total!!Estimate!!LIVING ARRANGEMENTS!!In non-family households and other living arrangements",
"S2701_C01_031M","Total!!Margin of Error!!LIVING ARRANGEMENTS!!In non-family households and other living arrangements",
"S2701_C01_032E","Total!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born",
"S2701_C01_032M","Total!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born",
"S2701_C01_033E","Total!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born",
"S2701_C01_033M","Total!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born",
"S2701_C01_034E","Total!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized",
"S2701_C01_034M","Total!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized",
"S2701_C01_035E","Total!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen",
"S2701_C01_035M","Total!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen",
"S2701_C01_036E","Total!!Estimate!!DISABILITY STATUS!!With a disability",
"S2701_C01_036M","Total!!Margin of Error!!DISABILITY STATUS!!With a disability",
"S2701_C01_037E","Total!!Estimate!!DISABILITY STATUS!!No disability",
"S2701_C01_037M","Total!!Margin of Error!!DISABILITY STATUS!!No disability",
"S2701_C01_038E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over",
"S2701_C01_038M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over",
"S2701_C01_039E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Less than high school graduate",
"S2701_C01_039M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Less than high school graduate",
"S2701_C01_040E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!High school graduate (includes equivalency)",
"S2701_C01_040M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!High school graduate (includes equivalency)",
"S2701_C01_041E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Some college or associate's degree",
"S2701_C01_041M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Some college or associate's degree",
"S2701_C01_042E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Bachelor's degree or higher",
"S2701_C01_042M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Bachelor's degree or higher",
"S2701_C01_043E","Total!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over",
"S2701_C01_043M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over",
"S2701_C01_044E","Total!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force",
"S2701_C01_044M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force",
"S2701_C01_045E","Total!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force!!Employed",
"S2701_C01_045M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force!!Employed",
"S2701_C01_046E","Total!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force!!Unemployed",
"S2701_C01_046M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force!!Unemployed",
"S2701_C01_047E","Total!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!Not in labor force",
"S2701_C01_047M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!Not in labor force",
"S2701_C01_048E","Total!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years",
"S2701_C01_048M","Total!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years",
"S2701_C01_049E","Total!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Worked full-time, year round in the past 12 months",
"S2701_C01_049M","Total!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Worked full-time, year round in the past 12 months",
"S2701_C01_050E","Total!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Worked less than full-time, year round in the past 12 months",
"S2701_C01_050M","Total!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Worked less than full-time, year round in the past 12 months",
"S2701_C01_051E","Total!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Did not work",
"S2701_C01_051M","Total!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Did not work",
"S2701_C01_052E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population",
"S2701_C01_052M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population",
"S2701_C01_053E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!Under $25,000",
"S2701_C01_053M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!Under $25,000",
"S2701_C01_054E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$25,000 to $49,999",
"S2701_C01_054M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$25,000 to $49,999",
"S2701_C01_055E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$50,000 to $74,999",
"S2701_C01_055M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$50,000 to $74,999",
"S2701_C01_056E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$75,000 to $99,999",
"S2701_C01_056M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$75,000 to $99,999",
"S2701_C01_057E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$100,000 and over",
"S2701_C01_057M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$100,000 and over",
"S2701_C01_058E","Total!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined",
"S2701_C01_058M","Total!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined",
"S2701_C01_059E","Total!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 138 percent of the poverty threshold",
"S2701_C01_059M","Total!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 138 percent of the poverty threshold",
"S2701_C01_060E","Total!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!138 to 199 percent of the poverty threshold",
"S2701_C01_060M","Total!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!138 to 199 percent of the poverty threshold",
"S2701_C01_061E","Total!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!200 to 399 percent of the poverty threshold",
"S2701_C01_061M","Total!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!200 to 399 percent of the poverty threshold",
"S2701_C01_062E","Total!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!At or above 400 percent of the poverty threshold",
"S2701_C01_062M","Total!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!At or above 400 percent of the poverty threshold",
"S2701_C02_001E","Insured!!Estimate!!Civilian noninstitutionalized population",
"S2701_C02_001M","Insured!!Margin of Error!!Civilian noninstitutionalized population",
"S2701_C02_002E","Insured!!Estimate!!AGE!!Under 18 years",
"S2701_C02_002M","Insured!!Margin of Error!!AGE!!Under 18 years",
"S2701_C02_003E","Insured!!Estimate!!AGE!!Under 18 years!!Under 6 years",
"S2701_C02_003M","Insured!!Margin of Error!!AGE!!Under 18 years!!Under 6 years",
"S2701_C02_004E","Insured!!Estimate!!AGE!!Under 18 years!!6 to 17 years",
"S2701_C02_004M","Insured!!Margin of Error!!AGE!!Under 18 years!!6 to 17 years",
"S2701_C02_005E","Insured!!Estimate!!AGE!!18 to 64 years",
"S2701_C02_005M","Insured!!Margin of Error!!AGE!!18 to 64 years",
"S2701_C02_006E","Insured!!Estimate!!AGE!!18 to 64 years!!18 to 24 years",
"S2701_C02_006M","Insured!!Margin of Error!!AGE!!18 to 64 years!!18 to 24 years",
"S2701_C02_007E","Insured!!Estimate!!AGE!!18 to 64 years!!25 to 34 years",
"S2701_C02_007M","Insured!!Margin of Error!!AGE!!18 to 64 years!!25 to 34 years",
"S2701_C02_008E","Insured!!Estimate!!AGE!!18 to 64 years!!35 to 44 years",
"S2701_C02_008M","Insured!!Margin of Error!!AGE!!18 to 64 years!!35 to 44 years",
"S2701_C02_009E","Insured!!Estimate!!AGE!!18 to 64 years!!45 to 54 years",
"S2701_C02_009M","Insured!!Margin of Error!!AGE!!18 to 64 years!!45 to 54 years",
"S2701_C02_010E","Insured!!Estimate!!AGE!!18 to 64 years!!55 to 64 years",
"S2701_C02_010M","Insured!!Margin of Error!!AGE!!18 to 64 years!!55 to 64 years",
"S2701_C02_011E","Insured!!Estimate!!AGE!!65 years and older",
"S2701_C02_011M","Insured!!Margin of Error!!AGE!!65 years and older",
"S2701_C02_012E","Insured!!Estimate!!AGE!!65 years and older!!65 to 74 years",
"S2701_C02_012M","Insured!!Margin of Error!!AGE!!65 years and older!!65 to 74 years",
"S2701_C02_013E","Insured!!Estimate!!AGE!!65 years and older!!75 years and older",
"S2701_C02_013M","Insured!!Margin of Error!!AGE!!65 years and older!!75 years and older",
"S2701_C02_014E","Insured!!Estimate!!19 to 25 years",
"S2701_C02_014M","Insured!!Margin of Error!!19 to 25 years",
"S2701_C02_015E","Insured!!Estimate!!SEX!!Male",
"S2701_C02_015M","Insured!!Margin of Error!!SEX!!Male",
"S2701_C02_016E","Insured!!Estimate!!SEX!!Female",
"S2701_C02_016M","Insured!!Margin of Error!!SEX!!Female",
"S2701_C02_017E","Insured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone",
"S2701_C02_017M","Insured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone",
"S2701_C02_018E","Insured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone",
"S2701_C02_018M","Insured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone",
"S2701_C02_019E","Insured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone",
"S2701_C02_019M","Insured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone",
"S2701_C02_020E","Insured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone",
"S2701_C02_020M","Insured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone",
"S2701_C02_021E","Insured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone",
"S2701_C02_021M","Insured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone",
"S2701_C02_022E","Insured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone",
"S2701_C02_022M","Insured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone",
"S2701_C02_023E","Insured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2701_C02_023M","Insured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2701_C02_024E","Insured!!Estimate!!Hispanic or Latino (of any race)",
"S2701_C02_024M","Insured!!Margin of Error!!Hispanic or Latino (of any race)",
"S2701_C02_025E","Insured!!Estimate!!White alone, not Hispanic or Latino",
"S2701_C02_025M","Insured!!Margin of Error!!White alone, not Hispanic or Latino",
"S2701_C02_026E","Insured!!Estimate!!LIVING ARRANGEMENTS!!In family households",
"S2701_C02_026M","Insured!!Margin of Error!!LIVING ARRANGEMENTS!!In family households",
"S2701_C02_027E","Insured!!Estimate!!LIVING ARRANGEMENTS!!In family households!!In married couple families",
"S2701_C02_027M","Insured!!Margin of Error!!LIVING ARRANGEMENTS!!In family households!!In married couple families",
"S2701_C02_028E","Insured!!Estimate!!LIVING ARRANGEMENTS!!In family households!!In other families",
"S2701_C02_028M","Insured!!Margin of Error!!LIVING ARRANGEMENTS!!In family households!!In other families",
"S2701_C02_029E","Insured!!Estimate!!LIVING ARRANGEMENTS!!In family households!!In other families!!Male householder, no wife present",
"S2701_C02_029M","Insured!!Margin of Error!!LIVING ARRANGEMENTS!!In family households!!In other families!!Male householder, no wife present",
"S2701_C02_030E","Insured!!Estimate!!LIVING ARRANGEMENTS!!In family households!!In other families!!Female householder, no husband present",
"S2701_C02_030M","Insured!!Margin of Error!!LIVING ARRANGEMENTS!!In family households!!In other families!!Female householder, no husband present",
"S2701_C02_031E","Insured!!Estimate!!LIVING ARRANGEMENTS!!In non-family households and other living arrangements",
"S2701_C02_031M","Insured!!Margin of Error!!LIVING ARRANGEMENTS!!In non-family households and other living arrangements",
"S2701_C02_032E","Insured!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born",
"S2701_C02_032M","Insured!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born",
"S2701_C02_033E","Insured!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born",
"S2701_C02_033M","Insured!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born",
"S2701_C02_034E","Insured!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized",
"S2701_C02_034M","Insured!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized",
"S2701_C02_035E","Insured!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen",
"S2701_C02_035M","Insured!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen",
"S2701_C02_036E","Insured!!Estimate!!DISABILITY STATUS!!With a disability",
"S2701_C02_036M","Insured!!Margin of Error!!DISABILITY STATUS!!With a disability",
"S2701_C02_037E","Insured!!Estimate!!DISABILITY STATUS!!No disability",
"S2701_C02_037M","Insured!!Margin of Error!!DISABILITY STATUS!!No disability",
"S2701_C02_038E","Insured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over",
"S2701_C02_038M","Insured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over",
"S2701_C02_039E","Insured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Less than high school graduate",
"S2701_C02_039M","Insured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Less than high school graduate",
"S2701_C02_040E","Insured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!High school graduate (includes equivalency)",
"S2701_C02_040M","Insured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!High school graduate (includes equivalency)",
"S2701_C02_041E","Insured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Some college or associate's degree",
"S2701_C02_041M","Insured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Some college or associate's degree",
"S2701_C02_042E","Insured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Bachelor's degree or higher",
"S2701_C02_042M","Insured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over!!Bachelor's degree or higher",
"S2701_C02_043E","Insured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over",
"S2701_C02_043M","Insured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over",
"S2701_C02_044E","Insured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force",
"S2701_C02_044M","Insured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force",
"S2701_C02_045E","Insured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force!!Employed",
"S2701_C02_045M","Insured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force!!Employed",
"S2701_C02_046E","Insured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force!!Unemployed",
"S2701_C02_046M","Insured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!In labor force!!Unemployed",
"S2701_C02_047E","Insured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!Not in labor force",
"S2701_C02_047M","Insured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 18 years and over!!Not in labor force",
"S2701_C02_048E","Insured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years",
"S2701_C02_048M","Insured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years",
"S2701_C02_049E","Insured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Worked full-time, year round in the past 12 months",
"S2701_C02_049M","Insured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Worked full-time, year round in the past 12 months",
"S2701_C02_050E","Insured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Worked less than full-time, year round in the past 12 months",
"S2701_C02_050M","Insured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Worked less than full-time, year round in the past 12 months",
"S2701_C02_051E","Insured!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Did not work",
"S2701_C02_051M","Insured!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 18 to 64 years!!Did not work",
"S2701_C02_052E","Insured!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population",
"S2701_C02_052M","Insured!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population",
"S2701_C02_053E","Insured!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!Under $25,000",
"S2701_C02_053M","Insured!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!Under $25,000",
"S2701_C02_054E","Insured!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$25,000 to $49,999",
"S2701_C02_054M","Insured!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$25,000 to $49,999",
"S2701_C02_055E","Insured!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$50,000 to $74,999",
"S2701_C02_055M","Insured!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$50,000 to $74,999",
"S2701_C02_056E","Insured!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$75,000 to $99,999",
"S2701_C02_056M","Insured!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$75,000 to $99,999",
"S2701_C02_057E","Insured!!Estimate!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$100,000 and over",
"S2701_C02_057M","Insured!!Margin of Error!!HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$100,000 and over",
"S2701_C02_058E","Insured!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined",
